9,355
9,355
10,355
10,355
11,355
11,355
12,355
12,355
12,356
12,356
11,356
11,356
10,356
10,356
10,356
10,356
10,357
10,357
10,358
10,358
10,359
10,359
10,360
10,360
11,360
11,360
11,361
11,361
12,362
12,362
12,363
12,363
13,363
13,363
13,364
13,364
13,364
13,364
14,364
14,364
14,365
14,365
15,365
15,365
15,364
15,364
16,364
16,364
16,364
16,364
16,363
16,363
17,362
17,362
18,361
18,361
19,360
19,360
19,360
19,360
19,359
19,359
20,359
20,359
20,359
20,359
20,358
20,358
21,358
21,358
21,358
21,358
21,357
21,357
21,356
21,356
20,356
20,356
19,356
19,356
18,356
18,356
18,355
18,355
19,355
19,355
20,355
20,355
21,355
21,355
22,355
22,355
23,355
23,355
24,355
24,355
25,355
25,355
26,355
26,355
26,356
26,356
25,356
25,356
24,356
24,356
24,356
24,356
23,357
23,357
22,358
22,358
21,359
21,359
20,360
20,360
19,361
19,361
19,361
19,361
19,362
19,362
18,362
18,362
18,362
18,362
18,363
18,363
17,363
17,363
17,363
17,363
17,364
17,364
16,365
16,365
16,366
16,366
16,367
16,367
16,368
16,368
16,368
16,368
17,368
17,368
17,369
17,369
17,369
17,369
18,369
18,369
18,370
18,370
18,370
18,370
19,371
19,371
20,372
20,372
20,373
20,373
21,373
21,373
21,374
21,374
21,374
21,374
22,374
22,374
22,375
22,375
22,375
22,375
23,376
23,376
24,377
24,377
24,378
24,378
24,378
24,378
25,378
25,378
26,378
26,378
27,378
27,378
27,379
27,379
26,379
26,379
25,379
25,379
24,379
24,379
23,379
23,379
22,379
22,379
21,379
21,379
20,379
20,379
19,379
19,379
18,379
18,379
18,379
18,379
19,378
19,378
19,377
19,377
19,376
19,376
19,375
19,375
19,375
19,375
18,375
18,375
18,374
18,374
18,374
18,374
17,373
17,373
16,372
16,372
16,371
16,371
15,371
15,371
15,370
15,370
15,370
15,370
14,370
14,370
14,369
14,369
14,369
14,369
13,369
13,369
12,370
12,370
12,371
12,371
11,371
11,371
11,371
11,371
11,372
11,372
10,372
10,372
10,373
10,373
9,374
9,374
9,375
9,375
8,375
8,375
8,375
8,375
8,376
8,376
7,376
7,376
7,376
7,376
7,377
7,377
7,378
7,378
8,378
8,378
9,378
9,378
10,378
10,378
10,379
10,379
9,379
9,379
8,379
8,379
7,379
7,379
6,379
6,379
5,379
5,379
4,379
4,379
3,379
3,379
3,378
3,378
4,378
4,378
5,377
5,377
6,376
6,376
7,375
7,375
7,375
7,375
7,374
7,374
8,374
8,374
8,374
8,374
8,373
8,373
9,373
9,373
9,372
9,372
10,371
10,371
10,370
10,370
11,370
11,370
11,370
11,370
11,369
11,369
12,369
12,369
12,368
12,368
12,367
12,367
12,366
12,366
11,366
11,366
11,365
11,365
11,365
11,365
10,365
10,365
10,364
10,364
9,363
9,363
9,362
9,362
8,362
8,362
8,361
8,361
8,361
8,361
7,361
7,361
7,360
7,360
6,359
6,359
6,358
6,358
6,358
6,358
5,358
5,358
5,357
5,357
5,356
5,356
4,356
4,356
3,356
3,356
3,356
3,356
2,356
2,356
2,355
2,355
3,355
3,355
4,355
4,355
5,355
5,355
6,355
6,355
7,355
7,355
8,355
8,355
