9,320
9,320
10,320
10,320
11,320
11,320
12,320
12,320
13,320
13,320
14,320
14,320
15,320
15,320
16,320
16,320
17,320
17,320
18,320
18,320
19,320
19,320
20,320
20,320
21,320
21,320
21,321
21,321
21,322
21,322
21,322
21,322
20,322
20,322
19,322
19,322
18,323
18,323
17,323
17,323
17,324
17,324
16,325
16,325
16,326
16,326
16,327
16,327
16,328
16,328
16,329
16,329
16,330
16,330
17,330
17,330
17,331
17,331
17,332
17,332
17,332
17,332
17,333
17,333
18,333
18,333
18,334
18,334
18,335
18,335
19,335
19,335
19,336
19,336
19,337
19,337
19,337
19,337
20,338
20,338
20,339
20,339
20,339
20,339
21,340
21,340
21,341
21,341
21,341
21,341
22,342
22,342
22,343
22,343
22,343
22,343
22,344
22,344
23,344
23,344
23,345
23,345
23,346
23,346
24,346
24,346
24,347
24,347
24,348
24,348
25,348
25,348
25,349
25,349
25,350
25,350
26,350
26,350
26,351
26,351
26,352
26,352
27,353
27,353
27,354
27,354
27,354
27,354
28,355
28,355
28,356
28,356
28,356
28,356
29,357
29,357
29,358
29,358
29,358
29,358
30,359
30,359
30,360
30,360
31,360
31,360
32,360
32,360
32,359
32,359
32,358
32,358
33,357
33,357
33,356
33,356
33,355
33,355
34,354
34,354
34,353
34,353
34,352
34,352
35,351
35,351
35,351
35,351
35,350
35,350
35,349
35,349
36,349
36,349
36,348
36,348
36,348
36,348
36,347
36,347
36,346
36,346
37,346
37,346
37,345
37,345
37,345
37,345
37,344
37,344
37,343
37,343
38,343
38,343
38,342
38,342
38,342
38,342
38,341
38,341
38,340
38,340
39,340
39,340
39,339
39,339
39,339
39,339
39,338
39,338
39,337
39,337
40,337
40,337
40,336
40,336
40,336
40,336
40,335
40,335
40,334
40,334
41,334
41,334
41,333
41,333
41,333
41,333
41,332
41,332
41,331
41,331
42,331
42,331
42,330
42,330
42,329
42,329
43,328
43,328
43,328
43,328
43,327
43,327
44,326
44,326
44,326
44,326
44,325
44,325
45,324
45,324
45,324
45,324
45,323
45,323
44,323
44,323
43,323
43,323
42,323
42,323
41,323
41,323
40,323
40,323
39,323
39,323
39,323
39,323
38,323
38,323
38,322
38,322
38,321
38,321
38,320
38,320
39,320
39,320
40,320
40,320
41,320
41,320
42,320
42,320
43,320
43,320
44,320
44,320
45,320
45,320
46,320
46,320
47,320
47,320
48,320
48,320
49,320
49,320
50,320
50,320
51,320
51,320
52,320
52,320
52,321
52,321
52,322
52,322
52,322
52,322
52,323
52,323
51,323
51,323
50,323
50,323
50,324
50,324
49,324
49,324
49,324
49,324
49,325
49,325
48,325
48,325
48,325
48,325
48,326
48,326
47,326
47,326
47,326
47,326
47,327
47,327
46,328
46,328
46,328
46,328
46,329
46,329
45,330
45,330
45,330
45,330
45,331
45,331
45,332
45,332
44,332
44,332
44,333
44,333
44,334
44,334
43,335
43,335
43,335
43,335
43,336
43,336
43,337
43,337
42,337
42,337
42,338
42,338
42,338
42,338
42,339
42,339
42,340
42,340
41,340
41,340
41,341
41,341
41,341
41,341
41,342
41,342
40,343
40,343
40,344
40,344
40,345
40,345
39,346
39,346
39,347
39,347
39,348
39,348
38,348
38,348
38,349
38,349
38,349
38,349
38,350
38,350
38,351
38,351
37,351
37,351
37,352
37,352
37,352
37,352
37,353
37,353
37,354
37,354
36,354
36,354
36,355
36,355
36,356
36,356
35,357
35,357
35,358
35,358
35,359
35,359
34,360
34,360
34,361
34,361
34,362
34,362
33,362
33,362
33,363
33,363
33,363
33,363
33,364
33,364
33,365
33,365
32,365
32,365
32,366
32,366
32,366
32,366
32,367
32,367
32,368
32,368
31,368
31,368
31,369
31,369
31,370
31,370
30,371
30,371
30,372
30,372
30,373
30,373
29,374
29,374
29,374
